order,id,url,region,region_url,price,year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,VIN,drive,type,paint_color,image_url,state,lat,long,posting_date
39819,7314482304,https://monterey.craigslist.org/ctd/d/salinas-2016-chevy-chevrolet-silverado/7314482304.html,monterey bay,https://monterey.craigslist.org,33995,2016,chevrolet,silverado 1500 lt,good,8 cylinders,gas,86273,clean,other,3GCPCRECXGG264071,rwd,pickup,black,https://images.craigslist.org/00P0P_aHQTARuUcUFz_0ak07K_600x450.jpg,ca,36.683288,-121.652752,2021-04-29T12:49:49-0700
39820,7314482281,https://monterey.craigslist.org/ctd/d/salinas-2011-ford-explorer-base-suv/7314482281.html,monterey bay,https://monterey.craigslist.org,14995,2011,ford,explorer base,good,6 cylinders,gas,77597,clean,automatic,1FMHK7B85BGA85822,fwd,other,silver,https://images.craigslist.org/00Y0Y_hN3aSKVzHeVz_0ak07K_600x450.jpg,ca,36.683288,-121.652752,2021-04-29T12:49:47-0700
39823,7314454216,https://monterey.craigslist.org/ctd/d/salinas-2013-kia-soul-5dr-wgn-man/7314454216.html,monterey bay,https://monterey.craigslist.org,5995,2013,kia,soul,excellent,4 cylinders,gas,120543,clean,manual,KNDJT2A6XD7552838,fwd,sedan,green,https://images.craigslist.org/00h0h_aqCUwbHysgbz_09G07g_600x450.jpg,ca,36.678966,-121.647459,2021-04-29T12:00:25-0700
39824,7314454083,https://monterey.craigslist.org/ctd/d/salinas-2014-nissan-versa-4dr-sdn-cvt/7314454083.html,monterey bay,https://monterey.craigslist.org,5595,2014,nissan,versa,excellent,4 cylinders,gas,175901,clean,automatic,3N1CN7AP2EL834805,fwd,sedan,,https://images.craigslist.org/00W0W_iCQKDF9bp6rz_09G07g_600x450.jpg,ca,36.678966,-121.647459,2021-04-29T12:00:13-0700
39825,7314439394,https://monterey.craigslist.org/ctd/d/watsonville-2019-toyota-sienna-fwd-4d/7314439394.html,monterey bay,https://monterey.craigslist.org,23950,2019,toyota,sienna,excellent,6 cylinders,gas,82016,clean,automatic,5TDKZ3DC1KS970685,fwd,mini-van,white,https://images.craigslist.org/00d0d_cLEn8aBcDTzz_0hk0co_600x450.jpg,ca,36.919498,-121.767998,2021-04-29T11:34:14-0700
39826,7314430145,https://monterey.craigslist.org/ctd/d/atascadero-2015-mercedes-benz-class-4dr/7314430145.html,monterey bay,https://monterey.craigslist.org,48995,2015,mercedes-benz,s-class,good,8 cylinders,gas,38393,clean,automatic,WDDUG8CB4FA074765,rwd,sedan,black,https://images.craigslist.org/00G0G_4aRZ8zhtsjHz_0kE0fu_600x450.jpg,ca,35.49465,-120.6783,2021-04-29T11:18:06-0700
39827,7314430104,https://monterey.craigslist.org/ctd/d/atascadero-2013-ford-150-4wd-supercrew/7314430104.html,monterey bay,https://monterey.craigslist.org,26995,2013,ford,f-150,good,6 cylinders,gas,119865,clean,automatic,1FTFW1ET8DFA06066,4wd,truck,white,https://images.craigslist.org/00808_3MOuZfXfgQpz_0kE0fu_600x450.jpg,ca,35.49465,-120.6783,2021-04-29T11:18:01-0700
39828,7314429951,https://monterey.craigslist.org/ctd/d/atascadero-2016-chevrolet-malibu-4dr/7314429951.html,monterey bay,https://monterey.craigslist.org,15995,2016,chevrolet,malibu,good,4 cylinders,gas,67732,clean,automatic,1G1ZE5ST3GF294796,fwd,sedan,white,https://images.craigslist.org/01313_izqn6Miw8NJz_0kE0fu_600x450.jpg,ca,35.49465,-120.6783,2021-04-29T11:17:44-0700
39829,7314429480,https://monterey.craigslist.org/ctd/d/atascadero-2009-ford-super-duty-450-drw/7314429480.html,monterey bay,https://monterey.craigslist.org,35995,2009,ford,super duty f-450 drw,good,8 cylinders,diesel,52283,clean,automatic,1FTXW43RX9EA49611,4wd,truck,white,https://images.craigslist.org/00909_6USTQEEk0WLz_0kE0fu_600x450.jpg,ca,35.49465,-120.6783,2021-04-29T11:16:56-0700
39830,7314424800,https://monterey.craigslist.org/ctd/d/watsonville-2018-buick-encore-fwd-4d/7314424800.html,monterey bay,https://monterey.craigslist.org,16888,2018,buick,encore,excellent,4 cylinders,gas,28830,clean,automatic,KL4CJBSB7JB688891,fwd,SUV,,https://images.craigslist.org/00V0V_clPyM3VVv3Kz_0hk0co_600x450.jpg,ca,36.919498,-121.767998,2021-04-29T11:09:07-0700
39857,7314093437,https://monterey.craigslist.org/cto/d/pacific-grove-2015-subaru-brz/7314093437.html,monterey bay,https://monterey.craigslist.org,14500,2015,subaru,brz limited,like new,6 cylinders,gas,90000,clean,automatic,JF1ZCAC13F8605641,rwd,coupe,grey,https://images.craigslist.org/00Z0Z_3WXtizqleGDz_0CI0t2_600x450.jpg,ca,36.610374,-121.910505,2021-04-28T15:56:17-0700
39869,7313970903,https://monterey.craigslist.org/ctd/d/salinas-2005-honda-odyssey-ex-at/7313970903.html,monterey bay,https://monterey.craigslist.org,4395,2005,honda,odyssey,excellent,6 cylinders,gas,168718,clean,automatic,5FNRL38615B414454,fwd,mini-van,blue,https://images.craigslist.org/00L0L_gbyJxEbwlwnz_09G07g_600x450.jpg,ca,36.678966,-121.647459,2021-04-28T12:00:42-0700
39870,7313970674,https://monterey.craigslist.org/ctd/d/salinas-2008-honda-accord-sdn-4dr-i4/7313970674.html,monterey bay,https://monterey.craigslist.org,5999,2008,honda,accord sdn,excellent,4 cylinders,gas,180968,clean,automatic,1HGCP26898A007344,fwd,sedan,,https://images.craigslist.org/00E0E_aD5fbka8KNgz_09G07g_600x450.jpg,ca,36.678966,-121.647459,2021-04-28T12:00:20-0700
39872,7313869342,https://monterey.craigslist.org/cto/d/pebble-beach-mercedes-benz-s550/7313869342.html,monterey bay,https://monterey.craigslist.org,22000,2007,mercedes-benz,s550,like new,8 cylinders,gas,163000,clean,automatic,WDDNG71X77A047400,rwd,sedan,silver,https://images.craigslist.org/00Z0Z_94ExZxH1Kblz_0d40hq_600x450.jpg,ca,36.5907,-121.942,2021-04-28T09:18:52-0700
39895,7313756728,https://monterey.craigslist.org/ctd/d/monterey-2019-chevy-chevrolet-silverado/7313756728.html,monterey bay,https://monterey.craigslist.org,34590,2019,chevrolet,silverado 1500 ld,good,8 cylinders,gas,22722,clean,other,2GCVKPEC8K1110037,4wd,pickup,brown,https://images.craigslist.org/00N0N_1CDxE1EfNXZz_0gw0co_600x450.jpg,ca,36.6,-121.88,2021-04-28T05:40:51-0700
39897,7313754082,https://monterey.craigslist.org/ctd/d/monterey-2014-lexus-is-is-250-sedan-4d/7313754082.html,monterey bay,https://monterey.craigslist.org,24590,2014,lexus,is 250 sedan 4d,good,6 cylinders,other,35629,clean,other,JTHBF1D22E5020087,rwd,sedan,black,https://images.craigslist.org/00s0s_g8CDkuqw3iz_0gw0co_600x450.jpg,ca,36.6,-121.88,2021-04-28T05:31:27-0700
39898,7313754057,https://monterey.craigslist.org/ctd/d/monterey-2013-toyota-camry-le-sedan-4d/7313754057.html,monterey bay,https://monterey.craigslist.org,16590,2013,toyota,camry le sedan 4d,good,,other,20989,clean,other,4T4BF1FK3DR280020,fwd,sedan,green,https://images.craigslist.org/00L0L_7zxyDj7i1B8z_0gw0co_600x450.jpg,ca,36.6,-121.88,2021-04-28T05:31:22-0700
39901,7313753994,https://monterey.craigslist.org/ctd/d/monterey-2016-nissan-frontier-crew-cab/7313753994.html,monterey bay,https://monterey.craigslist.org,25590,2016,nissan,frontier crew cab sv,good,6 cylinders,gas,38282,clean,other,1N6AD0ER2GN742510,fwd,pickup,silver,https://images.craigslist.org/00T0T_dxg2Ciatq6Lz_0gw0co_600x450.jpg,ca,36.6,-121.88,2021-04-28T05:31:15-0700
39904,7313751284,https://monterey.craigslist.org/ctd/d/monterey-2019-kia-forte-sedan-4d-sedan/7313751284.html,monterey bay,https://monterey.craigslist.org,17990,2019,kia,forte s sedan 4d,good,,other,20854,clean,other,3KPF34AD1KE088612,fwd,sedan,silver,https://images.craigslist.org/00G0G_ifWfiqznplIz_0gw0co_600x450.jpg,ca,36.6,-121.88,2021-04-28T05:21:16-0700
39905,7313751292,https://monterey.craigslist.org/ctd/d/monterey-2017-lexus-rx-rx-350-sport/7313751292.html,monterey bay,https://monterey.craigslist.org,34990,2017,lexus,rx 350 sport utility 4d,good,6 cylinders,gas,12250,clean,other,2T2ZZMCA5HC061706,fwd,other,red,https://images.craigslist.org/01717_kUkvwventHLz_0gw0co_600x450.jpg,ca,36.6,-121.88,2021-04-28T05:21:17-0700
39906,7313688244,https://monterey.craigslist.org/ctd/d/san-jose-2017-chevrolet-camaro-lt-coupe/7313688244.html,monterey bay,https://monterey.craigslist.org,27995,2017,chevrolet,camaro,excellent,,gas,84835,clean,automatic,1G1FB1RXXH0140474,rwd,coupe,,https://images.craigslist.org/00909_5h1MQFcJDtWz_0cU09G_600x450.jpg,ca,37.321152,-121.950555,2021-04-27T20:30:19-0700
39907,7313688211,https://monterey.craigslist.org/ctd/d/san-jose-2015-kia-optima-lx-sedan-4d/7313688211.html,monterey bay,https://monterey.craigslist.org,15995,2015,kia,optima,excellent,,gas,90148,clean,automatic,5XXGM4A72FG368919,fwd,sedan,,https://images.craigslist.org/00909_dUEU2OcRBB1z_0cU09G_600x450.jpg,ca,37.321152,-121.950555,2021-04-27T20:30:10-0700
39918,7313656933,https://monterey.craigslist.org/ctd/d/salinas-2013-toyota-sienna/7313656933.html,monterey bay,https://monterey.craigslist.org,14995,2013,toyota,sienna,excellent,6 cylinders,gas,110958,clean,automatic,5TDKK3DC3DS381614,fwd,van,grey,https://images.craigslist.org/01313_bPu4yqANJZGz_12w0Mo_600x450.jpg,ca,36.7563,-121.6703,2021-04-27T18:37:25-0700
39920,7313656334,https://monterey.craigslist.org/ctd/d/salinas-2014-toyota-sienna-awd/7313656334.html,monterey bay,https://monterey.craigslist.org,15995,2014,toyota,sienna awd,excellent,6 cylinders,gas,143134,clean,automatic,5TDJK3DC8ES090359,4wd,van,grey,https://images.craigslist.org/00202_9Hpkn1HesVfz_0CI0t2_600x450.jpg,ca,36.7563,-121.6703,2021-04-27T18:35:28-0700
39928,7313621950,https://monterey.craigslist.org/cto/d/monterey-2015-toyota-prius/7313621950.html,monterey bay,https://monterey.craigslist.org,13000,2015,toyota,prius c,excellent,,hybrid,87000,clean,automatic,JTDKDTB38F1111436,fwd,hatchback,black,https://images.craigslist.org/00J0J_75QjJ9Nz4wbz_1320MM_600x450.jpg,ca,36.584133,-121.891351,2021-04-27T17:00:50-0700
39930,7313590514,https://monterey.craigslist.org/ctd/d/san-jose-2017-nissan-altima-25-sl-sedan/7313590514.html,monterey bay,https://monterey.craigslist.org,19995,2017,nissan,altima,excellent,,gas,72578,clean,automatic,1N4AL3AP2HC175794,fwd,sedan,,https://images.craigslist.org/00000_l1PYGVABPw4z_0cU09G_600x450.jpg,ca,37.321152,-121.950555,2021-04-27T15:47:46-0700
39931,7313590450,https://monterey.craigslist.org/ctd/d/san-jose-2015-lexus-rc-rc-350-coupe-2d/7313590450.html,monterey bay,https://monterey.craigslist.org,31995,2015,lexus,rc,excellent,,gas,77761,clean,automatic,JTHHE5BC0F5001684,rwd,coupe,,https://images.craigslist.org/00808_NrBiFRWjqYz_0cU09G_600x450.jpg,ca,37.321152,-121.950555,2021-04-27T15:47:38-0700
39932,7313590378,https://monterey.craigslist.org/ctd/d/san-jose-2015-lexus-gs-gs-350-sedan-4d/7313590378.html,monterey bay,https://monterey.craigslist.org,30995,2015,lexus,gs,excellent,,gas,46282,clean,automatic,JTHBE1BL1FA008276,rwd,sedan,,https://images.craigslist.org/00P0P_bwl7hjcPnJ9z_0cU09G_600x450.jpg,ca,37.321152,-121.950555,2021-04-27T15:47:28-0700
39933,7313590286,https://monterey.craigslist.org/ctd/d/san-jose-2014-kia-sorento-lx-sport/7313590286.html,monterey bay,https://monterey.craigslist.org,16995,2014,kia,sorento,excellent,,gas,71091,clean,automatic,5XYKT3A65EG436963,fwd,SUV,,https://images.craigslist.org/00i0i_361Uicnz6whz_0cU09G_600x450.jpg,ca,37.321152,-121.950555,2021-04-27T15:47:17-0700
39935,7313590119,https://monterey.craigslist.org/ctd/d/san-jose-2014-ford-flex-se-sport/7313590119.html,monterey bay,https://monterey.craigslist.org,16995,2014,ford,flex,excellent,,gas,95533,clean,automatic,2FMGK5B82EBD07700,fwd,SUV,,https://images.craigslist.org/00707_e2ipNhBKLfvz_0cU09G_600x450.jpg,ca,37.321152,-121.950555,2021-04-27T15:46:54-0700
39936,7313590044,https://monterey.craigslist.org/ctd/d/san-jose-2017-ford-mustang-v6-coupe-2d/7313590044.html,monterey bay,https://monterey.craigslist.org,24995,2017,ford,mustang,excellent,,gas,62450,clean,manual,1FA6P8AM3H5271614,rwd,coupe,,https://images.craigslist.org/00W0W_lA7vStBm85dz_0cU09G_600x450.jpg,ca,37.321152,-121.950555,2021-04-27T15:46:44-0700
39938,7313589882,https://monterey.craigslist.org/ctd/d/san-jose-2015-dodge-charger-t-sedan-4d/7313589882.html,monterey bay,https://monterey.craigslist.org,25995,2015,dodge,charger,excellent,,gas,67898,clean,automatic,2C3CDXCT6FH928288,rwd,sedan,,https://images.craigslist.org/00t0t_3Pfewpe6TiXz_0cU09G_600x450.jpg,ca,37.321152,-121.950555,2021-04-27T15:46:22-0700
39940,7313589743,https://monterey.craigslist.org/ctd/d/san-jose-2014-audi-q5-20t-premium-plus/7313589743.html,monterey bay,https://monterey.craigslist.org,21995,2014,audi,q5,excellent,,gas,68763,clean,automatic,WA1LFAFP8EA021597,4wd,SUV,,https://images.craigslist.org/01616_5oMKSwUNTVKz_0cU09G_600x450.jpg,ca,37.321152,-121.950555,2021-04-27T15:46:02-0700
39941,7313589661,https://monterey.craigslist.org/ctd/d/san-jose-2014-chevrolet-silverado-1500/7313589661.html,monterey bay,https://monterey.craigslist.org,31995,2014,chevrolet,silverado 1500 double cab,excellent,,gas,97624,clean,automatic,1GCVKREH0EZ306508,4wd,pickup,,https://images.craigslist.org/00707_vx5V4sscW3z_0cU09G_600x450.jpg,ca,37.321152,-121.950555,2021-04-27T15:45:52-0700
39942,7313589567,https://monterey.craigslist.org/ctd/d/san-jose-2017-dodge-grand-caravan/7313589567.html,monterey bay,https://monterey.craigslist.org,17995,2017,dodge,grand caravan passenger,excellent,,gas,74048,clean,automatic,2C4RDGBG4HR836345,fwd,mini-van,,https://images.craigslist.org/01111_k8W8nsNKhQNz_0cU09G_600x450.jpg,ca,37.321152,-121.950555,2021-04-27T15:45:40-0700
39943,7313589471,https://monterey.craigslist.org/ctd/d/san-jose-2011-lexus-rx-rx-350-sport/7313589471.html,monterey bay,https://monterey.craigslist.org,18995,2011,lexus,rx,excellent,,gas,100232,clean,automatic,JTJZK1BA9B2003691,fwd,SUV,,https://images.craigslist.org/00y0y_hpdJ2qzW6enz_0cU09G_600x450.jpg,ca,37.321152,-121.950555,2021-04-27T15:45:28-0700
39944,7313589349,https://monterey.craigslist.org/ctd/d/san-jose-2017-hyundai-santa-fe-sport/7313589349.html,monterey bay,https://monterey.craigslist.org,16995,2017,hyundai,santa fe sport,excellent,,gas,95659,clean,automatic,5XYZT3LBXHG493737,fwd,SUV,,https://images.craigslist.org/00V0V_3RZcihdCFoYz_0cU09G_600x450.jpg,ca,37.321152,-121.950555,2021-04-27T15:45:14-0700
39945,7313578127,https://monterey.craigslist.org/cto/d/hollister-2001-honda-accord-ex/7313578127.html,monterey bay,https://monterey.craigslist.org,3995,2001,honda,accord,good,6 cylinders,gas,156835,salvage,automatic,1HGCG16511A030509,fwd,sedan,silver,https://images.craigslist.org/00i0i_dgiLsMSxCvvz_0oo0ii_600x450.jpg,ca,36.882111,-121.399311,2021-04-27T15:19:48-0700
39948,7313528227,https://monterey.craigslist.org/ctd/d/monterey-2016-mazda-mazda3-grand/7313528227.html,monterey bay,https://monterey.craigslist.org,18990,2016,mazda,mazda3 i grand touring,good,,gas,29588,clean,automatic,JM1BM1N70G1283903,fwd,hatchback,blue,https://images.craigslist.org/00P0P_1Fe4z4oGJaIz_0gw0co_600x450.jpg,ca,36.6,-121.88,2021-04-27T13:41:21-0700
39950,7313517305,https://monterey.craigslist.org/ctd/d/monterey-2016-gmc-sierra-2500-hd-double/7313517305.html,monterey bay,https://monterey.craigslist.org,36990,2016,gmc,sierra 2500 hd double cab,good,8 cylinders,gas,23190,clean,other,1GT22REG1GZ401351,4wd,pickup,black,https://images.craigslist.org/00C0C_iIAJrMX9Vyaz_0gw0co_600x450.jpg,ca,36.6,-121.88,2021-04-27T13:21:31-0700
39952,7313511147,https://monterey.craigslist.org/ctd/d/monterey-2019-mini-convertible-cooper/7313511147.html,monterey bay,https://monterey.craigslist.org,34590,2019,mini,convertible cooper s 2d,good,,other,2527,clean,other,WMWWG9C54K3J31089,fwd,other,blue,https://images.craigslist.org/01111_fotHpRMFVcrz_0gw0co_600x450.jpg,ca,36.6,-121.88,2021-04-27T13:10:57-0700
39957,7313470267,https://monterey.craigslist.org/ctd/d/salinas-2009-nissan-murano-awd-4dr/7313470267.html,monterey bay,https://monterey.craigslist.org,6995,2009,nissan,murano,excellent,6 cylinders,gas,168980,clean,automatic,JN8AZ18W99W161065,4wd,SUV,,https://images.craigslist.org/00K0K_kbI6HDblgTMz_09G07g_600x450.jpg,ca,36.678966,-121.647459,2021-04-27T12:02:04-0700
39958,7313436629,https://monterey.craigslist.org/ctd/d/watsonville-2019-ram-promaster-1500-fwd/7313436629.html,monterey bay,https://monterey.craigslist.org,34085,2019,ram,promaster 1500,excellent,6 cylinders,gas,18475,clean,automatic,3C6TRVBG1KE547659,fwd,van,white,https://images.craigslist.org/00O0O_c8K5X2bO8JCz_0hk0co_600x450.jpg,ca,36.919498,-121.767998,2021-04-27T11:07:26-0700
39959,7313432327,https://monterey.craigslist.org/ctd/d/monterey-2014-toyota-corolla-premium/7313432327.html,monterey bay,https://monterey.craigslist.org,14990,2014,toyota,corolla s premium sedan,good,,other,66499,clean,automatic,5YFBURHE8EP070358,fwd,sedan,white,https://images.craigslist.org/01414_aZ74cpKoWh5z_0gw0co_600x450.jpg,ca,36.6,-121.88,2021-04-27T11:00:52-0700
39961,7313426341,https://monterey.craigslist.org/ctd/d/salinas-2015-chevy-chevrolet-camaro-lt/7313426341.html,monterey bay,https://monterey.craigslist.org,16995,2015,chevrolet,camaro lt,good,6 cylinders,gas,95644,clean,automatic,2G1FD1E34F9181683,rwd,coupe,black,https://images.craigslist.org/00L0L_hFhaoy1kkDwz_0ak07K_600x450.jpg,ca,36.683288,-121.652752,2021-04-27T10:51:04-0700
39964,7313422666,https://monterey.craigslist.org/ctd/d/salinas-1999-chevrolet-tahoe-4dr-4wd-z71/7313422666.html,monterey bay,https://monterey.craigslist.org,4595,1999,chevrolet,tahoe,good,8 cylinders,gas,183171,clean,manual,1GNEK13R6XJ407719,4wd,SUV,,https://images.craigslist.org/00z0z_jBU7XUZKSyoz_09G07g_600x450.jpg,ca,36.678966,-121.647459,2021-04-27T10:45:18-0700
39965,7313409252,https://monterey.craigslist.org/cto/d/monterey-2015-toyota-tundra-4x4-offroad/7313409252.html,monterey bay,https://monterey.craigslist.org,39000,2015,toyota,tundra,good,8 cylinders,gas,28100,clean,automatic,5TFUY5F12FX447517,4wd,truck,grey,https://images.craigslist.org/00404_l1WKgwo9GQhz_0CI0t2_600x450.jpg,ca,36.6055,-121.8432,2021-04-27T10:24:06-0700
39980,7313349227,https://monterey.craigslist.org/ctd/d/monterey-2020-dodge-challenger-gt-coupe/7313349227.html,monterey bay,https://monterey.craigslist.org,28590,2020,dodge,challenger gt coupe 2d,good,6 cylinders,gas,11727,clean,other,2C3CDZJG7LH121176,rwd,coupe,silver,https://images.craigslist.org/00O0O_7zO1v4Nwrhdz_0gw0co_600x450.jpg,ca,36.6,-121.88,2021-04-27T08:51:18-0700
40004,7313066690,https://monterey.craigslist.org/ctd/d/salinas-2016-ford-escape-suv-oxford/7313066690.html,monterey bay,https://monterey.craigslist.org,14900,2016,ford,escape s,good,4 cylinders,gas,89339,clean,other,1FMCU0F79GUB38558,fwd,other,white,https://images.craigslist.org/00O0O_ZSl1pRBkrzz_0ak07K_600x450.jpg,ca,36.678723,-121.645155,2021-04-26T15:10:47-0700
40005,7313061984,https://monterey.craigslist.org/ctd/d/salinas-2015-chevy-chevrolet-camaro-lt/7313061984.html,monterey bay,https://monterey.craigslist.org,18900,2015,chevrolet,camaro lt,good,6 cylinders,gas,112280,clean,other,2G1FD1E35F9301166,rwd,coupe,,https://images.craigslist.org/00E0E_2OmWMH7DYYyz_0ak07K_600x450.jpg,ca,36.678723,-121.645155,2021-04-26T15:01:09-0700
40008,7313051643,https://monterey.craigslist.org/ctd/d/monterey-2019-nissan-370z-nismo-coupe/7313051643.html,monterey bay,https://monterey.craigslist.org,39990,2019,nissan,370z nismo coupe 2d,good,6 cylinders,gas,8373,clean,other,JN1AZ4EH8KM420880,rwd,coupe,white,https://images.craigslist.org/00v0v_ihZKB5WEx8Rz_0gw0co_600x450.jpg,ca,36.6,-121.88,2021-04-26T14:40:44-0700
40009,7313046562,https://monterey.craigslist.org/ctd/d/monterey-2019-nissan-frontier-king-cab/7313046562.html,monterey bay,https://monterey.craigslist.org,24990,2019,nissan,frontier king cab s,good,,gas,6380,clean,other,1N6BD0CT1KN870877,fwd,pickup,black,https://images.craigslist.org/01313_8yS4HcbUiqjz_0gw0co_600x450.jpg,ca,36.6,-121.88,2021-04-26T14:30:55-0700
40013,7312989590,https://monterey.craigslist.org/cto/d/carmel-2008-mazda-cx-great-condition/7312989590.html,monterey bay,https://monterey.craigslist.org,10750,2008,mazda,cx-9,excellent,,gas,157000,clean,automatic,JM3TB38A580131451,fwd,SUV,silver,https://images.craigslist.org/00e0e_jmdIpGMpFAgz_0CI0t2_600x450.jpg,ca,36.5483,-121.9104,2021-04-26T12:51:59-0700
40014,7312965001,https://monterey.craigslist.org/ctd/d/monterey-2013-bmw-series-335i-sedan-4d/7312965001.html,monterey bay,https://monterey.craigslist.org,19990,2013,bmw,3 series 335i sedan 4d,good,,gas,79396,clean,other,WBA3A9G55DNP36499,rwd,sedan,brown,https://images.craigslist.org/00W0W_eCFpYf2x7qez_0gw0co_600x450.jpg,ca,36.6,-121.88,2021-04-26T12:11:28-0700
40016,7312958196,https://monterey.craigslist.org/ctd/d/salinas-2010-ford-fusion-4dr-sdn-sel-fwd/7312958196.html,monterey bay,https://monterey.craigslist.org,4995,2010,ford,fusion,good,4 cylinders,gas,149780,clean,automatic,3FAHP0JA9AR321158,fwd,sedan,grey,https://images.craigslist.org/00n0n_b15L8jKmbhKz_09G07g_600x450.jpg,ca,36.678966,-121.647459,2021-04-26T12:00:57-0700
40017,7312957979,https://monterey.craigslist.org/ctd/d/salinas-2008-honda-fit-5dr-hb-auto-sport/7312957979.html,monterey bay,https://monterey.craigslist.org,5295,2008,honda,fit,excellent,4 cylinders,gas,125795,clean,automatic,JHMGD38608S035844,fwd,sedan,black,https://images.craigslist.org/01616_4BqfoCRbTPzz_09G07g_600x450.jpg,ca,36.678966,-121.647459,2021-04-26T12:00:37-0700
40018,7312951973,https://monterey.craigslist.org/ctd/d/monterey-2018-mercedes-benz-class-350e/7312951973.html,monterey bay,https://monterey.craigslist.org,27990,2018,mercedes-benz,c-class c 350e,good,,other,29954,clean,other,55SWF4HB1JU262875,rwd,sedan,,https://images.craigslist.org/00L0L_4FEFPQfDi8jz_0gw0co_600x450.jpg,ca,36.6,-121.88,2021-04-26T11:50:57-0700
40020,7312932325,https://monterey.craigslist.org/ctd/d/salinas-2017-honda-civic-sedan-lx-sedan/7312932325.html,monterey bay,https://monterey.craigslist.org,16995,2017,honda,civic sedan lx,good,4 cylinders,gas,41179,clean,other,2HGFC2F52HH557663,fwd,sedan,black,https://images.craigslist.org/01414_1c9csq4gUkXz_0ak07K_600x450.jpg,ca,36.683288,-121.652752,2021-04-26T11:20:56-0700
40021,7312932272,https://monterey.craigslist.org/ctd/d/salinas-2016-ford-fusion-se-sedan-ingot/7312932272.html,monterey bay,https://monterey.craigslist.org,13995,2016,ford,fusion se,good,4 cylinders,gas,77783,clean,automatic,3FA6P0H73GR357972,fwd,sedan,silver,https://images.craigslist.org/00w0w_1npfDvdyGxtz_0ak07K_600x450.jpg,ca,36.683288,-121.652752,2021-04-26T11:20:53-0700
40022,7312878859,https://monterey.craigslist.org/ctd/d/monterey-2017-honda-accord-ex-honda/7312878859.html,monterey bay,https://monterey.craigslist.org,22590,2017,honda,accord ex w/honda sensing,good,,gas,13672,clean,other,1HGCR2F03HA139469,fwd,sedan,,https://images.craigslist.org/00R0R_5kd3XgiTv8Az_0gw0co_600x450.jpg,ca,36.6,-121.88,2021-04-26T10:00:59-0700
40026,7312805401,https://monterey.craigslist.org/ctd/d/monterey-2019-tesla-model-standard/7312805401.html,monterey bay,https://monterey.craigslist.org,37990,2019,tesla,model 3 standard range,good,,other,8350,clean,other,5YJ3E1EA3KF474180,rwd,sedan,white,https://images.craigslist.org/00E0E_6kpqW6Z8e3uz_0gw0co_600x450.jpg,ca,36.6,-121.88,2021-04-26T08:11:07-0700
40042,7312540641,https://monterey.craigslist.org/cto/d/pacific-grove-2017-bmw-m3-competition/7312540641.html,monterey bay,https://monterey.craigslist.org,62987,2017,bmw,m3 sedan,excellent,6 cylinders,gas,32041,clean,automatic,WBS8M9C56H5G84596,rwd,sedan,white,https://images.craigslist.org/00303_drghkJLUAwEz_0CI0t2_600x450.jpg,ca,36.6167,-121.9135,2021-04-25T14:47:37-0700
40046,7312437667,https://monterey.craigslist.org/ctd/d/monterey-2019-ford-ranger-supercrew/7312437667.html,monterey bay,https://monterey.craigslist.org,38990,2019,ford,ranger supercrew lariat,good,,gas,23208,clean,other,1FTER4FH8KLA07411,4wd,pickup,white,https://images.craigslist.org/00P0P_68ihbXNAQIVz_0gw0co_600x450.jpg,ca,36.6,-121.88,2021-04-25T11:31:09-0700
40047,7312437480,https://monterey.craigslist.org/ctd/d/monterey-2018-infiniti-q50-30t-luxe/7312437480.html,monterey bay,https://monterey.craigslist.org,27590,2018,infiniti,q50 3.0t luxe sedan 4d,good,6 cylinders,gas,20395,clean,other,JN1EV7AP7JM359676,rwd,sedan,,https://images.craigslist.org/01515_3qw6pXmSLqxz_0gw0co_600x450.jpg,ca,36.6,-121.88,2021-04-25T11:30:55-0700
40048,7312437352,https://monterey.craigslist.org/ctd/d/monterey-2019-ford-mustang-ecoboost/7312437352.html,monterey bay,https://monterey.craigslist.org,26990,2019,ford,mustang ecoboost,good,,gas,39685,clean,other,1FATP8UH1K5161704,rwd,convertible,black,https://images.craigslist.org/01111_8znjx0yY3tFz_0gw0co_600x450.jpg,ca,36.6,-121.88,2021-04-25T11:30:44-0700
40049,7312431647,https://monterey.craigslist.org/ctd/d/monterey-2015-lexus-gs-gs-350-sedan-4d/7312431647.html,monterey bay,https://monterey.craigslist.org,25590,2015,lexus,gs 350 sedan 4d,good,6 cylinders,gas,54047,clean,other,JTHBE1BLXFA005893,rwd,sedan,white,https://images.craigslist.org/00c0c_bQtY4FpTm9Gz_0gw0co_600x450.jpg,ca,36.6,-121.88,2021-04-25T11:20:57-0700
40054,7312375323,https://monterey.craigslist.org/ctd/d/monterey-2015-vw-volkswagen-golf-tdi/7312375323.html,monterey bay,https://monterey.craigslist.org,17990,2015,volkswagen,golf tdi sel,good,,diesel,51482,clean,other,3VW2A7AU4FM096184,fwd,sedan,white,https://images.craigslist.org/00000_KNY0kE0TqAz_0gw0co_600x450.jpg,ca,36.6,-121.88,2021-04-25T09:41:22-0700
